mean,std,skew,kurtosis,n,file
-0.0003617788828086682,0.004809729339805073,0.01925283814265085,0.3406427059544832,958,000000.npy
4.940653756917031e-05,0.005023870675303286,0.02178328230231378,0.2201116312079079,88,000002.npy
0.0002521362733700065,0.005084523737894737,0.42413472083370435,-0.3056335043286871,79,000003.npy
-0.00278963215017568,0.007846679390520719,-0.534766762827719,1.1682160653748292,560,000041.npy
-0.0022976522754158584,0.011253059758408712,-0.49645531310506574,3.031570211348643,886,000042.npy
-0.00247272207189737,0.00836632526536944,-0.2921284241859967,1.7672832326539138,909,000043.npy
-0.00042689508274983693,0.00501230193647638,0.36105721600648943,0.6057089545180592,281,000044.npy
-0.0013621516750222159,0.010418472843960556,-0.22768383595552003,-0.33274202635058847,54,000066.npy
-0.0002601479630280456,0.008711047305499629,0.027732450670838845,0.15892586339362946,1861,000069.npy
-0.0002590277806133943,0.00628831474168466,0.11269615112914926,-0.12848055274472792,1829,000070.npy
-0.00012179370260429758,0.004859143272750657,0.041536430327817585,0.13797493759593316,1869,000071.npy
7.247548427149952e-05,0.00634261173066653,-0.07472408767390022,0.08989852549947752,737,000073.npy
-0.0004466755125139133,0.010332359358609692,-0.07845098779436875,0.2522671373135257,594,000074.npy
-0.00018718858808659244,0.005937970991587916,0.20781024912903842,0.3458183129956143,643,000075.npy
-0.002099322854543944,0.00692574440114831,-0.9776837214370291,2.3362961867688714,482,000081.npy
-0.003135245078755844,0.01188727121250079,-0.4353866995227221,0.3790708351554981,512,000082.npy
-0.0025088481555460224,0.008808901324506457,-0.8651261263336556,2.3965753489055173,576,000083.npy
-0.00021796414248214673,0.004409025383647372,0.4553870127771428,-0.0471749994617916,113,000088.npy
-0.0016822936684819626,0.010452570242748606,0.15936176300864327,0.6700965576738329,144,000096.npy
-0.0020777848409495423,0.0050653864961333755,-0.18702230531180872,0.42752972560227276,151,000097.npy
-0.0023836480768013443,0.010170315276260913,0.036335511676332366,0.5420540664983915,137,000098.npy
-0.0010266656497099071,0.00731129672187946,-0.3466776531245037,1.439564667193209,139,000099.npy
-0.0011952940211255824,0.004159598659182158,-0.419686919578099,0.27134985345067353,62,000100.npy
-0.00019534853489657167,0.00463573043500689,0.31094107150318995,0.13376828991253875,524,000105.npy
-0.00023021823996849497,0.009777832668890344,-0.011023892206613995,-0.003887621239328176,1501,000106.npy
1.3478109446810522e-05,0.0035621558354936547,0.31012737870375623,0.15051002674374736,909,000107.npy
-0.005406862366080825,0.011539930024914638,-1.173138023342184,2.5063575167773724,62,000108.npy
-0.0007231827041568526,0.008531561920589487,0.11030365581060302,0.33046699420695713,141,000109.npy
-0.0012893979945338022,0.007540613351895781,-0.032785670772250065,0.17893771584358253,546,000110.npy
-0.0009655697430305599,0.007484476324014695,0.36070963312324855,0.20050282078453474,586,000111.npy
-0.00010450071541886807,0.0031131361141298174,0.3560942934898652,0.5529207380010561,1734,000121.npy
-0.00044545900077983783,0.009718631123572035,0.0379003237626025,0.24256332844019068,1721,000122.npy
-0.0008317916592220324,0.0097898149592525,-0.03810354929655611,0.10895700533970443,932,000123.npy
-0.003631450135650144,0.009327624403191558,0.2328575589281289,-0.3314868546002314,61,000125.npy
-0.00116499636700211,0.007531021491429939,-0.2086300326542413,-0.5051732382865408,73,000126.npy
-0.001420331236658967,0.005609721289212419,1.3136979709765113,3.2945905920325425,64,000127.npy
-0.001143138413937135,0.005933455752108381,-0.007029216066534214,0.6465929259194367,2125,000137.npy
-0.000941494752493117,0.00678126502272308,0.3729806518442589,1.0385618342853293,2098,000138.npy
-0.0010863700637283368,0.006927659156362563,0.2349209576282013,0.918355527556773,2744,000139.npy
-0.0009261029657453389,0.006570700866679479,0.07466053500735992,0.1023678968223658,62,000160.npy
0.00019263208691248836,0.005964163471154593,0.18349177912342385,-0.3771651064550152,79,000176.npy
-0.0008637901775264712,0.006451624102295621,-0.1448497631411665,1.522361201487513,1211,000180.npy
-0.00039780596081668776,0.009864576057063328,-0.1485807469164458,0.23753806686095524,2326,000181.npy
-6.492899961823515e-05,0.007352798309987025,-0.04542838106592604,0.252824610494355,2566,000182.npy
-0.00010099295650939216,0.004037809765738642,0.2469266149489053,5.157221003416629,2368,000183.npy
-0.002561743378748077,0.00672301442360664,0.045907041029582596,-0.006472462341463814,154,000185.npy
-0.0012963266192421875,0.0056494534922872,0.6880757950247647,0.7750578186543753,107,000186.npy
-0.0010182352017880435,0.006945244451004161,-0.38144634042050324,0.9807390651052632,181,000187.npy
-0.0009538539270579349,0.005375700011957883,0.23231759958538836,0.6352918376429719,68,000189.npy
-0.0005699504058944379,0.007496438482107712,-0.057695260011638105,-0.3377292838438968,164,000190.npy
-0.0023282973870664136,0.006837134474846568,-0.23438475661813118,-0.22072089766292802,80,000191.npy
-0.00040949809900827375,0.00877901047164385,0.09022243608384124,0.7429879093880443,272,000193.npy
-0.001194377612941585,0.0074818719684124355,0.010473870719847794,-0.4069069970528041,156,000194.npy
-0.0009273994881002878,0.004520856903358806,0.05002579707199894,0.12440914791363644,179,000195.npy
-0.0026741067317094087,0.012540636477030872,0.6049847619210098,-0.20149784348386435,56,000201.npy
-0.0014578409609384835,0.005624218008706529,-0.028582461546145032,1.0326977966497406,53,000202.npy
-0.001298167963930192,0.008366252368969452,0.051276191580462434,-0.25701493937036224,61,000203.npy
-0.0005452676456070924,0.009008690337510727,-0.0029152147362449697,0.11099057789592948,121,000205.npy
-0.0009154059504605053,0.005145150411311353,0.21095499936545942,0.5858619356034751,177,000206.npy
-0.0006511503377991407,0.0069836109275120475,-0.23018105928353202,-0.370740084645254,188,000207.npy
-0.00021504549086508604,0.00801761010107394,0.015936523484212643,0.2466148487668498,546,000213.npy
-0.00031809643546717575,0.006495813627488201,0.05455984620030118,0.4528230731578171,388,000214.npy
-0.0001717533391177852,0.00764484506384002,-0.03257565129312423,-0.032095158692901915,718,000215.npy
-0.0009480853424809703,0.006156237204370243,-0.05752737887657837,-0.4661170234915266,121,000216.npy
-0.002427115901282631,0.012996054529378607,-0.7667667413170433,1.9959933300966881,1586,000228.npy
-0.0014747011274780864,0.005512330460565272,-0.5687848171475562,4.241760663966668,2097,000249.npy
-0.0017132166281426727,0.005988245973194772,0.20182286396139895,2.9545141032044446,1165,000250.npy
-0.0014564313252631495,0.008875823728369892,-0.14764119992462763,0.12662346199596408,2115,000251.npy
0.00022960669091044491,0.006417939270500322,-0.027905135657755507,-0.18672654534639932,573,000261.npy
-3.1575271419274644e-05,0.0029727110868205705,0.29769206446636065,0.38087663528480276,740,000262.npy
0.00022002831042881738,0.006810024594792651,0.09022735326294344,0.14882834329296868,704,000263.npy
-0.0003282814248210206,0.008394151000875674,0.19191435793859724,-0.1382058261204535,106,000265.npy
-0.0008603349346422443,0.004673780634261642,0.555690983119851,0.20842809029558618,114,000266.npy
-0.0013662841014118621,0.00819088593282835,-0.33149867468507793,0.7813140521678559,69,000267.npy
-0.00018160353146893753,0.00787765485812601,-0.009479644046337747,0.055277655268403336,3179,000276.npy
-0.0014383343892154872,0.0045312679218473375,0.04852447573030745,0.5497865229330192,131,000277.npy
-0.002483962252786707,0.00722906455894322,0.1868151401198738,0.11358199539275304,115,000278.npy
-0.000190696730725166,0.00948873414886908,-0.08548531740927384,-0.23610261289571266,143,000279.npy
-0.00012348322886347662,0.006416796748993276,-0.18677500233896324,0.7791072986240599,7191,000301.npy
-0.00019859169626299436,0.007246596703867095,-0.36062199381220766,1.79492029569223,9079,000302.npy
-0.0001056103808282844,0.007810858027278736,-0.15574834319283723,0.7813825433776551,9652,000303.npy
-0.0005833576595856963,0.004479348525840024,0.5098291091964707,-0.3056330788104549,120,000304.npy
0.001067362305332445,0.009789359864035488,-0.12882256745848442,-0.3902987579823436,156,000332.npy
-0.001929589062252598,0.009887365140438501,-0.3229741384801711,1.6099704290217431,201,000333.npy
-0.0016280540074329083,0.0058645128251729435,-0.12492815944802295,1.1588325376995714,197,000334.npy
-0.0008980006171470496,0.010812443472761567,-0.24680550915573957,0.26806528664299467,195,000335.npy
-0.00047301260546566266,0.0038912253957002815,0.2956153156695624,0.8819982762140843,136,000336.npy
-5.9882904188603656e-05,0.004953080629478918,0.6621421474462923,1.195831965929445,205,000337.npy
-0.0012148497238957507,0.006694102836314892,0.5624265909415469,0.48619289550344513,151,000338.npy
-0.00020025033469599812,0.0037254782933077214,0.381303586761307,-0.3584890756047412,56,000339.npy
-0.001110796911993732,0.006123983525286533,0.32577533153048144,0.2631477947350338,115,000340.npy
-0.0003302341883961792,0.0064808887482085825,0.24070288068450432,0.06495483327605456,520,000345.npy
-0.0012847115276279756,0.009420670160110656,-0.6907908201024271,2.0770895586027462,2338,000348.npy
-0.001625024185747829,0.006350554775217417,-0.36773532325803465,3.185697972356035,1013,000349.npy
-0.0017420603124711721,0.008074640350469025,-0.21321580983061922,1.3370030160317157,834,000350.npy
-0.0020118938273313066,0.008697884036160612,-0.1424442171964167,0.4354547223445788,857,000351.npy
-0.0014912590542605964,0.008375961591774256,-2.3599707292194245,26.450175882266727,1280,000365.npy
-0.0011858799088984167,0.008651207149420335,-0.711978550617996,4.375870053271929,1244,000366.npy
-0.001401933586452582,0.006048504279266877,-1.3944207052066158,19.53834588844898,1276,000367.npy
-0.00010805943199938478,0.006360513943383098,0.1484709066075097,-0.030595218223414378,620,000384.npy
-0.00042517538309490375,0.006461001032452349,0.27600216200626415,-0.06341228891903317,632,000390.npy
-0.00043632908805974315,0.003959152190105782,0.5973935792585153,0.6179487960148076,396,000392.npy
-0.00028109836682771775,0.0028905853500135353,-0.4406725946044852,4.384621415262899,1428,000404.npy
-0.0003909905359656969,0.008022058020537829,0.10888337247603799,-0.3903403065477735,159,000424.npy
-8.407051793407941e-05,0.006916687337512392,0.08986105124197737,0.07496888413552938,11707,000425.npy
1.798907769995887e-05,0.008750385850991743,0.044734665225817594,0.1117190480232968,9011,000426.npy
3.901562398721017e-05,0.008842456394025991,0.02052481872204756,-0.02044947307127387,9895,000427.npy
-0.00024990079686044775,0.005898626636259627,-0.2994019708251451,0.8369707786211071,238,000432.npy
-0.0006440058892033935,0.006179162973682063,0.08885067152453223,-0.06149774963221022,396,000436.npy
-0.0022508278585077297,0.008681942482338811,0.1193915860226716,-0.08268517238284412,107,000437.npy
-0.0016636600283606998,0.005959039920088645,-0.3472863222594285,0.5946262526583594,119,000439.npy
-0.0009426753979621063,0.010969928523076914,-0.1449027680265134,-0.33243410592771694,271,000440.npy
-0.0018461282077141623,0.005832155773050302,-0.06630398193861015,1.3076934605741934,83,000441.npy
-0.0017610070556170092,0.010670925892996588,-0.009242394236068412,-0.4837441536097544,71,000443.npy
-0.0029782605133197434,0.00782817316183827,-0.5491637867964451,0.6316709244339624,68,000452.npy
-0.0002649100831019492,0.0052292961998045605,-0.2648573312784835,3.514559064653924,972,000476.npy
-0.004307936374860936,0.010315933335134524,0.3776556282439519,0.6083246893704217,132,000480.npy
-0.0005561190935272956,0.006034992687894175,0.23639997978404925,0.17817764373227662,300,000481.npy
-0.0005254932037610127,0.0071225113325240315,0.21800702825228935,0.5690408731488747,661,000482.npy
-0.001540792727787779,0.00872997520979414,0.4672370143416221,1.1698695691991894,302,000483.npy
-0.0009213933443963396,0.006677439362785076,0.3627021316704029,0.278563920154538,297,000488.npy
-0.0008618243236539879,0.009079124421110066,-0.16965323730798346,0.6313500905491654,142,000489.npy
-0.0030191697931659634,0.009495639074269572,-0.2847637915339336,-0.42115943328832284,106,000490.npy
-0.0004261018066307595,0.006354894016147162,0.09709287912918371,0.5123821058401465,109,000491.npy
-0.0010513043983421948,0.005739648079055848,0.08757958740623983,3.0325740986473857,624,000504.npy
-0.002082724312434661,0.01111121770821924,-0.03768548879837973,0.004452077944185451,551,000505.npy
-0.0026198699346662016,0.005853107465662645,-1.5110925457268674,8.441084135082377,530,000506.npy
-0.002445629556073275,0.0073482120774982064,-0.44806676065623974,0.573375946824012,538,000507.npy
-0.0004494088505406324,0.005074088993021762,0.6857903848001137,2.8871684659838337,195,000513.npy
-0.0014045083117820859,0.00620659529632345,0.22341864257520186,1.5035435541563302,219,000514.npy
-0.0010133490678199027,0.004380996129896195,0.6693414807793142,1.9387011015292366,172,000515.npy
-9.074795038332212e-05,0.010625499213843113,-1.2616362919203525,8.881012391341935,321,000517.npy
-0.0002847361769814135,0.003807933863048382,-1.5467542241929793,15.59791928965296,244,000519.npy
-0.0013913497758848178,0.008048048202908496,-0.5740444708576469,0.8765653007167677,72,000547.npy
-9.750314426794369e-05,0.007487681588950448,-0.019262771725344362,0.07691904144226047,9763,000549.npy
-0.00023968985608991544,0.008410927154061035,-0.017384078540308753,0.1751620849263782,10172,000550.npy
-0.0002026096286916681,0.00844643947329922,-0.020241984185349674,0.10967306431275858,9892,000551.npy
-0.000589166665217836,0.007219001386092554,-0.1740282052046398,1.4833990782051885,244,000554.npy
-0.0009409441705299985,0.002997843770560809,-0.861760940856554,2.6669150437052975,243,000555.npy
-0.0015400142907098012,0.005682359259992502,-0.853937951275463,6.717368969610485,1070,000572.npy
-0.0011271049696785797,0.006710773233288487,0.36623936749455394,-0.03548339350226071,105,000581.npy
-5.2343270394687906e-05,0.009332357861195387,-0.09889288739012186,0.17704418312438763,92,000582.npy
-0.00014707557380057147,0.0039338559120418596,-0.07170699047066706,0.2099684697542359,90,000583.npy
-5.741896961105162e-05,0.00678408145949238,0.222871316331162,-0.22443088681470336,194,000588.npy
-0.0002918686507017178,0.004435834551040155,0.16685604721444386,0.052809369146497254,1475,000601.npy
-0.00035061973600628943,0.006963480862471347,0.10226530923679412,0.0988739700773702,1584,000602.npy
-0.00022578181648105918,0.004007421653058496,0.3509642665268737,1.004612368074591,1525,000603.npy
-0.0008843402817832748,0.01215714419413615,-1.3968166185439004,5.91742182969252,1288,000604.npy
-0.00046176769879009173,0.008471544371923788,-0.3984090138996587,2.844442951742871,700,000605.npy
-0.0006471797412697905,0.005400688005187139,-1.073557003951128,8.759353080594703,662,000606.npy
-0.0006111162057418222,0.005510580645156085,-0.7037704094372018,6.6926523577322286,775,000607.npy
0.0014600733647100804,0.01191133073003348,-0.11740626249039737,-0.03965903370907009,84,000612.npy
-0.004196510753870109,0.01412590602847058,-0.27373635433578997,2.0267899931976645,122,000613.npy
-0.00594901589300836,0.011696283045230715,-1.3583204276767455,2.0492803114659397,107,000614.npy
-0.004124177130936666,0.012176328625501621,-0.2011830780591546,1.2810018580764408,110,000615.npy
-7.225794726425294e-05,0.0032143803456308132,-0.9925035853291928,13.738355449630141,11620,000624.npy
-0.0008833614326551367,0.005916954895976493,0.26398130109206686,-0.2444691454214345,461,000628.npy
-0.00010375417565428605,0.00940988399534523,-0.0674916418471973,0.05677083305645869,1725,000649.npy
-0.0008097634562540658,0.009751450859092922,-0.021811438128332375,0.3439200360696013,1578,000650.npy
-0.000326240221715513,0.004457886093718463,-0.7649870489204627,5.258473039566555,1723,000651.npy
0.0006535180582432076,0.010547035736196102,0.2390257137062942,-0.5577379215762535,52,000654.npy
-0.00024738134858648614,0.00427397064825641,0.22000244723087972,0.49905772387583003,5524,000666.npy
-0.00017292879353919796,0.005861034642009002,0.004740758571727493,-0.04979868300495971,5884,000667.npy
0.001067915825526301,0.009115065481831315,0.43674564456257725,0.1310527194302482,92,000670.npy
-0.005600356697545635,0.013345237112720728,-0.37161917571157294,0.17487779795619707,707,000672.npy
-0.0005730707424357505,0.008480642202574636,-0.7020753674860415,4.449718906852195,2081,000676.npy
0.0005285770536526494,0.008906338412579979,0.22121146049863175,-0.034578624586023565,54,000680.npy
-0.002266819856444059,0.008876325495225199,0.1488892851114079,-0.17455528315057567,77,000681.npy
-0.0028455629552282566,0.008187872808772985,0.32960315378026217,0.9003360963096649,76,000682.npy
-0.00303541455333545,0.012036182233043652,-0.19206054957594543,-0.4355819877880709,78,000683.npy
-0.00026330168811283236,0.0031532627887475686,0.15059147460300645,1.7165040392288793,312,000684.npy
