hf_frac_gt_down,hf_frac_degraded,hf_ratio_degraded_over_gt,file
0.0017330125341441407,0.017698937576846912,10.212815671512052,000000.npy
0.0007621219318513703,0.02054854603450821,26.962281427367873,000001.npy
0.0009550445994237177,0.018199665264498878,19.056351145720694,000002.npy
0.0009778409686325002,0.014699635608403172,15.032746700036208,000003.npy
0.016384466844391835,0.05531659316821725,3.376160707040349,000004.npy
0.006091095425880025,0.026859939430534944,4.4097058983843755,000005.npy
0.006155206799746539,0.025721623325478123,4.178839827665652,000006.npy
0.006309182995500756,0.027488622938508074,4.356922751290303,000007.npy
0.007927385195349511,0.03566046024861487,4.498388733025889,000008.npy
0.004979582877917783,0.02790673408175882,5.604231270235191,000009.npy
0.0044853086372394066,0.03089910836643623,6.888959235493075,000010.npy
0.0051622772477158295,0.023100368581873556,4.474840747582864,000011.npy
0.003256872189416701,0.02528779652011555,7.764442398299976,000012.npy
0.002229185231558834,0.026705901808258336,11.98011785615644,000013.npy
0.0018918038078620416,0.021328534408961056,11.27417880757445,000014.npy
0.0026088664347476667,0.02170417398788611,8.31938871668069,000015.npy
0.0007890625198366712,0.021545697652809014,27.305437889716696,000016.npy
0.003999713789596248,0.019923550822191764,4.981244125525718,000017.npy
0.004041986836354962,0.023232824204736057,5.7478723065163155,000018.npy
0.00405101983773299,0.02087231928690327,5.152361656770202,000019.npy
0.0004703264293589122,0.01373325768329852,29.199417251159996,000020.npy
0.0016851861042598499,0.01675473044774534,9.942362090721023,000021.npy
0.0018013617829493475,0.017780412776558036,9.870539575107363,000022.npy
0.0017860960503744464,0.015828848197662566,8.862260339516379,000023.npy
0.018455551042935416,0.06417701416858707,3.4773827135698534,000024.npy
0.027608792693043546,0.07214456316219207,2.613100977021603,000025.npy
0.02830766250700572,0.0718506472874884,2.5382048859798387,000026.npy
0.028304149645395266,0.07571879432245097,2.675183507344631,000027.npy
0.0006685279273962896,0.014643891748706804,21.904682104808355,000028.npy
0.003053133842386072,0.02675031684495241,8.761593240958288,000029.npy
0.003366036964954451,0.021224279664279644,6.305420849488926,000030.npy
0.003057101476742421,0.02489438951334397,8.14313482741428,000031.npy
0.0010433965887211307,0.01388264065149133,13.305238668838042,000032.npy
0.004361997631631974,0.02267753903713095,5.198888433244657,000033.npy
0.00361411256468058,0.02055953717355937,5.688682021083581,000034.npy
0.004628832542397639,0.028171385749679447,6.086067164140957,000035.npy
0.0018551907599997294,0.022229525135540978,11.982339284916382,000036.npy
0.001275067830316135,0.017861361865819485,14.008166019201383,000037.npy
0.0013150534793421394,0.023036718069797364,17.517704348270204,000038.npy
0.0013642874279714088,0.014911308134079685,10.929740917074872,000039.npy
0.004264044271917656,0.030561892562344616,7.167348790783721,000040.npy
0.00772329544437546,0.026966849405712184,3.4916247342135978,000041.npy
0.008599959741821107,0.03738486055193475,4.347097157535195,000042.npy
0.008040521436376341,0.026747837682164814,3.3266297330951153,000043.npy
0.033139238843235136,0.07612972218256966,2.297268278894496,000044.npy
0.004391648994785566,0.023683189567776736,5.392778337135832,000045.npy
0.004805517313661729,0.024457749170304122,5.089514316530093,000046.npy
0.004930597878986763,0.024792849354293996,5.028365719282821,000047.npy
0.0057511584319875795,0.031610393681920076,5.4963524394683185,000048.npy
0.012904757176115358,0.05641143035424082,4.371367053328054,000049.npy
0.013341858374176936,0.059216142900448944,4.438372918994775,000050.npy
0.01318545536679412,0.061066626599467544,4.631362732425962,000051.npy
0.001438891004465739,0.01728010597692331,12.00932239640354,000052.npy
0.005803050083534445,0.022953690505249046,3.9554527656796066,000053.npy
0.004646965557838212,0.022995846515833862,4.948572617048415,000054.npy
0.005819067521374422,0.02749939675545627,4.725739416275989,000055.npy
0.005988465556793375,0.023527555116350515,3.9288119619777735,000056.npy
0.0004650808932754597,0.020576487662505256,44.2428143507399,000057.npy
0.0003992790491565667,0.01299185523449239,32.538284266099055,000058.npy
0.00042354594365993134,0.018713594332794303,44.18315077675837,000059.npy
0.0017902652993422715,0.018321716150825434,10.234078797328305,000060.npy
0.0007396055376060942,0.020110302596423577,27.190578690533712,000061.npy
0.0008759689359526171,0.023721871835406097,27.080722655453314,000062.npy
0.0005205562732339225,0.02071106822291924,39.786415511749844,000063.npy
0.0008696417177662451,0.016384353678749342,18.840349222198903,000064.npy
0.0037835526347500367,0.029963880244519403,7.9195092893373955,000065.npy
0.003900989851948145,0.02793130017036081,7.160054556474155,000066.npy
0.0038768602860418484,0.021631440406397258,5.579628566884117,000067.npy
0.0017448945942260122,0.015536189360865494,8.903798203268048,000068.npy
0.00362292351087739,0.020657285018539865,5.701827530119538,000069.npy
0.004205966073586966,0.022829000792986286,5.427766270375383,000070.npy
0.003626865913220954,0.020571799764715064,5.672059638337597,000071.npy
0.006617530370734379,0.02675468494691965,4.0430014590031345,000072.npy
0.004144841501332733,0.020092285675903727,4.847540169050061,000073.npy
0.00460955992450223,0.02170391449739315,4.70845695666456,000074.npy
0.004697078084973117,0.028299564890024973,6.024929620722285,000075.npy
0.0008455341653372796,0.020995729729236825,24.831320325217618,000076.npy
0.002942783818449997,0.023268804215755216,7.907072229690365,000077.npy
0.002667858571505301,0.02371804203224993,8.890292115813722,000078.npy
0.0035321527631426465,0.028687182039837375,8.12172744397157,000079.npy
0.0031181391934698385,0.02101762920802324,6.740439697592384,000080.npy
0.011170196865224054,0.033743875985267326,3.0208846263310325,000081.npy
0.011433477247629647,0.038962907171891055,3.407791551565026,000082.npy
0.011928514389116825,0.03981890290434584,3.338127582621448,000083.npy
0.01698987729075253,0.05020298567504196,2.9548762956876806,000084.npy
0.008899275853569056,0.038203717644354096,4.292901834899251,000085.npy
0.014461330833707644,0.04412856807442155,3.0514873478664644,000086.npy
0.011742788077263427,0.0366991797983515,3.1252526703844534,000087.npy
0.0010468321560378577,0.020811353262408384,19.88031521910514,000088.npy
0.0006556504008412598,0.023386299052431947,35.66885490767079,000089.npy
0.000712687962429956,0.015253880551767853,21.40330879078615,000090.npy
0.0004816921610619036,0.016386673578510424,34.0189749182685,000091.npy
0.005621588268671569,0.03159682637197226,5.6206226527540135,000092.npy
0.0035943333548640547,0.022420918362560827,6.237851680335026,000093.npy
0.004498762008055623,0.028000476988018965,6.224040509957272,000094.npy
0.003692599605565511,0.02328903239419256,6.3069476457139375,000095.npy
0.012282346818552396,0.046111312115654966,3.7542753672490248,000096.npy
0.001887459558264974,0.019026981569846856,10.080736022898662,000097.npy
0.0017407089688014517,0.01828641478358585,10.505153418421017,000098.npy
0.0017742230242573645,0.018974871849290937,10.694750085062438,000099.npy
0.0028075244794894113,0.021976069172189527,7.827561015374879,000100.npy
0.0003934834235519073,0.014277359862587368,36.284526800198,000101.npy
0.0005515794763126502,0.019982993329381374,36.228674474511806,000102.npy
0.00040672897365600936,0.017374910155661113,42.71864371441923,000103.npy
0.0012933535934182673,0.024695000288950376,19.0937732701457,000104.npy
0.002481698796455862,0.01543449548787792,6.21932665829582,000105.npy
0.003626070637836115,0.018044897841754347,4.976433070412093,000106.npy
0.0031533269997223432,0.019052453528316343,6.042016424224932,000107.npy
0.04177431508761032,0.09159444007050363,2.192601838646941,000108.npy
0.034424403393527966,0.08049918567781737,2.338433719714468,000109.npy
0.04669010668627819,0.1012854380340309,2.1693126279068555,000110.npy
0.04775378548272568,0.10779009097788411,2.2572051594866465,000111.npy
0.006178942850620024,0.027346619818244346,4.425776459815368,000112.npy
0.0005305964755169352,0.021257523788855624,40.0634469520024,000113.npy
0.0005266063584934611,0.02525088344648065,47.950206054802095,000114.npy
0.0005622711380073794,0.013255914399006728,23.57566213234493,000115.npy
0.003758121553152166,0.0199481007939908,5.307997760996078,000116.npy
0.005622700272506105,0.027343893033473055,4.863124780688768,000117.npy
0.005511290708037946,0.02584008041587186,4.688571476459552,000118.npy
0.0046169738478589566,0.02749299733644526,5.9547656619800655,000119.npy
0.0014785129884612356,0.016041844736690278,10.849985662645995,000120.npy
0.0034431951846859536,0.018950681116876207,5.503806811957089,000121.npy
0.002911132056020034,0.026795103680047037,9.204358701774495,000122.npy
0.003977287484428162,0.024495856986450997,6.1589354747923055,000123.npy
0.015274373904005134,0.042470761164332536,2.7805238649693944,000124.npy
0.008373623812783016,0.028918664277745577,3.4535423278921775,000125.npy
0.009012815803490238,0.026686857615281095,2.9609900163482252,000126.npy
0.009984201248872223,0.03156728831859117,3.1617239606418357,000127.npy
0.0005823793742884095,0.02048362459790095,35.172304288346275,000128.npy
0.009185027182156125,0.03332550315340616,3.628242191326316,000129.npy
0.009785568084566848,0.03193334029295345,3.2633098063109176,000130.npy
0.009690493268541918,0.028763940164262383,2.968263778240268,000131.npy
0.0005209368233738151,0.016476214662282124,31.628047571962547,000132.npy
0.002941915491904839,0.020364829553870735,6.9223026983560825,000133.npy
0.0041814199186439175,0.02964324490252649,7.0892772008535445,000134.npy
0.0034002448365815134,0.02323123016759755,6.832222759911955,000135.npy
0.005890838931157603,0.025300361572813762,4.294865615099604,000136.npy
0.022970953153899416,0.06121084567429988,2.6647063908292536,000137.npy
0.02257474118938606,0.06311669760667064,2.7958990570642843,000138.npy
0.023992420465166572,0.07467062427462152,3.1122589061374577,000139.npy
0.007795763136214043,0.03738755155351723,4.795880903056573,000140.npy
0.009789931046384323,0.03192738507590898,3.2612471857439025,000141.npy
0.008862794869824824,0.02955316654624058,3.33451997682196,000142.npy
0.009757886005318846,0.03625245551212768,3.7151956366011993,000143.npy
0.00359313320673901,0.022009779830662914,6.125511791284975,000144.npy
0.0017431347742735159,0.017226521714888986,9.882495582239741,000145.npy
0.001772988203082199,0.025099849228403866,14.156805539717054,000146.npy
0.0017006967023092663,0.017741071883267106,10.431649482089309,000147.npy
0.004189417643575065,0.03146897625753657,7.511539533253789,000148.npy
0.0013484246287847124,0.017019340229101017,12.621647405549318,000149.npy
0.0013729652169854685,0.026289299311320253,19.147826156072732,000150.npy
0.0013515240961230416,0.023826832218780084,17.629602217599903,000151.npy
0.01013100691117318,0.04563661143866804,4.50464715257791,000152.npy
0.0011236175344090278,0.01872576575257514,16.665604766268125,000153.npy
0.0005578278761437981,0.019575360748329995,35.092116316524304,000154.npy
0.0010794460375329479,0.0248399224218087,23.011731514220116,000155.npy
0.01218085241372944,0.04698181469703827,3.8570219142649242,000156.npy
0.0167819012517981,0.04974428564416248,2.964162695026492,000157.npy
0.014084731302592272,0.040551086804562535,2.879081320864111,000158.npy
0.01649730595694434,0.04316832599776103,2.6166894224310098,000159.npy
0.0024212492340797073,0.015829121266412633,6.537584416373202,000160.npy
0.0014502088181101457,0.02227098032947788,15.357085156979977,000161.npy
0.0016807484353133335,0.023202855269002825,13.805073245165424,000162.npy
0.0016963576955454284,0.017572526724288502,10.358974855995479,000163.npy
0.002540753198850904,0.020985378328327732,8.259510735068323,000164.npy
0.0002821991293622575,0.018269889907964368,64.74112760557202,000165.npy
0.00031792889658111126,0.021515132889768713,67.6727817271775,000166.npy
0.0003029191349545298,0.023082285160411952,76.19949492024419,000167.npy
0.003526094221474005,0.027810739194078338,7.8871231000643975,000168.npy
0.0005423263616625748,0.014955166696714737,27.57595375650134,000169.npy
0.0004357613124381507,0.01785537172201505,40.975119113113585,000170.npy
0.0015705142200708802,0.02214370094789523,14.099650071169807,000171.npy
0.0008985453292474515,0.024717290441012868,27.508117409286342,000172.npy
0.003262810840941157,0.029255931809553555,8.966481119435109,000173.npy
0.0036616315037893707,0.023085861514160914,6.304801967364788,000174.npy
0.003807260787537083,0.029956805323397874,7.868335527367064,000175.npy
0.009062342506076883,0.033069137725507416,3.6490717163562687,000176.npy
0.001962281789835073,0.027127095792063193,13.82426108205332,000177.npy
0.0004186252171416605,0.015352768004511774,36.67425501422249,000178.npy
0.0021160233685817036,0.017396690816049,8.221407696687198,000179.npy
0.01245869748363341,0.03058820371141042,2.455168668324918,000180.npy
0.005901404316085779,0.025259335824445964,4.2802245818533375,000181.npy
0.0058436457693169614,0.025093351234286985,4.294125999688361,000182.npy
0.0068182655642326,0.030838734283269213,4.522958806638557,000183.npy
0.005477467325814101,0.028473187424586856,5.198239574374224,000184.npy
